2021-04-01 22:44:52,516 Start...
2021-04-01 22:46:08,821 Finished

2021-04-01 22:46:10,717 Start...
2021-04-01 22:48:14,925 Finished

2021-04-01 22:49:55,466 Start...
2021-04-01 23:07:56,741 Finished

2021-04-01 23:10:36,045 Start...
2021-04-01 23:11:04,035 Finished

2021-04-01 23:11:25,856 Start...
2021-04-01 23:13:42,363 Finished

2021-04-01 23:19:00,164 Start...
2021-04-01 23:19:04,701 Com ports: xy_port= None, z_port= None, modbus_port= None, pipette_port= None
2021-04-01 23:19:49,735 Finished

2021-04-01 23:29:11,377 Start...
2021-04-01 23:30:16,623 Finished

2021-04-01 23:54:03,946 Start...
2021-04-01 23:57:31,956 Finished

2021-04-02 14:02:38,189 Start...
2021-04-02 14:03:56,742 Finished

2021-04-02 15:52:12,968 Start...
2021-04-02 15:52:15,258 Finished

2021-04-02 15:52:51,266 Start...
2021-04-02 15:52:53,805 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-02 15:52:55,042 Z-platform connected
2021-04-02 15:52:56,135 E-pipette connected
2021-04-02 15:55:24,690 Finished

2021-04-02 15:55:46,420 Start...
2021-04-02 15:55:49,004 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-02 15:55:50,242 Z-platform connected
2021-04-02 15:55:51,297 E-pipette connected
2021-04-02 15:56:44,980 Finished

2021-04-02 17:01:41,813 Start...
2021-04-02 17:01:51,426 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-02 17:01:52,669 Z-platform connected
2021-04-02 17:01:53,762 E-pipette connected
2021-04-02 17:05:58,705 Finished

2021-04-02 17:06:02,718 Start...
2021-04-02 17:06:04,801 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-02 17:06:06,028 Z-platform connected
2021-04-02 17:06:07,048 E-pipette connected
2021-04-02 17:07:44,535 Finished

2021-04-02 17:07:52,325 Start...
2021-04-02 17:07:57,787 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-02 17:07:59,043 Z-platform connected
2021-04-02 17:08:00,140 E-pipette connected
2021-04-02 17:11:05,923 Finished

2021-04-02 17:11:21,698 Start...
2021-04-02 17:11:24,233 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-02 17:11:25,463 Z-platform connected
2021-04-02 17:11:26,555 E-pipette connected
2021-04-02 19:12:35,051 Finished

2021-04-02 19:12:38,182 Start...
2021-04-02 19:12:40,421 Finished

2021-04-02 20:17:19,483 Start...
2021-04-02 20:19:15,432 Finished

2021-04-02 20:19:18,051 Start...
2021-04-02 20:35:44,292 Finished

2021-04-02 20:35:52,314 Start...
2021-04-02 20:35:57,794 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-02 20:35:59,035 Z-platform connected
2021-04-02 20:36:00,128 E-pipette connected
2021-04-02 20:38:42,433 Finished

2021-04-02 20:38:45,921 Start...
2021-04-02 20:40:36,026 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-02 20:40:37,247 Z-platform connected
2021-04-02 20:40:38,350 E-pipette connected
2021-04-02 21:34:42,066 Finished

2021-04-02 23:28:43,100 Start...
2021-04-02 23:28:56,190 Finished

2021-04-02 23:54:08,485 Start...
2021-04-02 23:55:36,324 Start...
2021-04-02 23:55:47,746 Com ports: xy_port= None, z_port= None, modbus_port= None, pipette_port= None
2021-04-02 23:56:23,038 Finished

2021-04-02 23:56:25,573 Start...
2021-04-02 23:56:52,203 Finished

2021-04-02 23:58:34,879 Start...
2021-04-03 00:03:33,550 Finished

2021-04-03 10:17:57,051 Start...
2021-04-03 10:18:12,597 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-03 10:18:13,840 Z-platform connected
2021-04-03 10:18:14,932 E-pipette connected
2021-04-03 10:58:24,232 Finished

2021-04-03 11:21:44,713 Start...
2021-04-03 11:21:46,994 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-03 11:21:48,217 Z-platform connected
2021-04-03 11:21:49,316 E-pipette connected
2021-04-03 11:41:09,653 Finished

2021-04-03 11:48:03,296 Start...
2021-04-03 11:49:57,182 Com ports: xy_port= None, z_port= None, modbus_port= None, pipette_port= None
2021-04-03 11:50:22,972 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-03 11:50:24,200 Z-platform connected
2021-04-03 11:50:25,227 E-pipette connected
2021-04-03 11:53:07,775 Finished

2021-04-03 11:57:34,326 Start...
2021-04-03 11:57:38,909 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-03 11:57:40,171 Z-platform connected
2021-04-03 11:57:41,267 E-pipette connected
2021-04-03 12:03:31,630 Finished

2021-04-03 12:03:38,022 Start...
2021-04-03 12:03:45,582 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-03 12:03:46,832 Z-platform connected
2021-04-03 12:03:47,933 E-pipette connected
2021-04-03 12:05:46,298 Finished

2021-04-03 12:05:52,190 Start...
2021-04-03 12:05:54,000 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-03 12:05:55,243 Z-platform connected
2021-04-03 12:05:56,272 E-pipette connected
2021-04-03 13:18:25,917 Finished

2021-04-03 13:31:02,618 Start...
2021-04-03 13:31:23,194 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-03 13:31:24,433 Z-platform connected
2021-04-03 13:31:25,459 E-pipette connected
2021-04-03 13:38:39,028 Finished

2021-04-03 13:38:45,071 Start...
2021-04-03 13:38:47,658 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-03 13:38:48,895 Z-platform connected
2021-04-03 13:38:49,929 E-pipette connected
2021-04-03 13:45:26,258 Finished

2021-04-03 13:45:30,159 Start...
2021-04-03 13:45:32,286 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-03 13:45:33,524 Z-platform connected
2021-04-03 13:45:34,554 E-pipette connected
2021-04-03 13:54:32,078 Finished

2021-04-03 13:54:43,753 Start...
2021-04-03 13:54:46,347 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-03 13:54:47,596 Z-platform connected
2021-04-03 13:54:48,689 E-pipette connected
2021-04-03 14:37:40,870 Finished

2021-04-03 16:19:20,689 Start...
2021-04-03 16:19:50,380 Finished

2021-04-03 17:11:16,227 Start...
2021-04-03 17:11:21,302 Com ports: xy_port= None, z_port= None, modbus_port= None, pipette_port= None
2021-04-03 17:12:22,374 Finished

2021-04-03 17:12:26,983 Start...
2021-04-03 17:12:28,905 Finished

2021-04-03 17:20:04,743 Start...
2021-04-03 17:20:54,248 Com ports: xy_port= None, z_port= None, modbus_port= None, pipette_port= None
2021-04-03 17:21:14,033 Finished

2021-04-04 09:09:53,324 Start...
2021-04-04 09:09:58,288 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 09:09:59,498 Z-platform connected
2021-04-04 09:10:00,600 E-pipette connected
2021-04-04 09:14:47,969 Finished

2021-04-04 09:15:12,644 Start...
2021-04-04 09:15:15,104 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 09:15:16,344 Z-platform connected
2021-04-04 09:15:17,448 E-pipette connected
2021-04-04 10:04:56,579 Start...
2021-04-04 10:05:01,486 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 10:05:02,738 Z-platform connected
2021-04-04 10:05:03,831 E-pipette connected
2021-04-04 10:07:28,128 Finished

2021-04-04 10:17:31,518 Start...
2021-04-04 10:17:35,038 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 10:17:36,296 Z-platform connected
2021-04-04 10:17:37,391 E-pipette connected
2021-04-04 10:27:39,280 Finished

2021-04-04 10:27:43,789 Start...
2021-04-04 10:27:47,418 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 10:27:48,678 Z-platform connected
2021-04-04 10:27:49,705 E-pipette connected
2021-04-04 10:32:17,515 Finished

2021-04-04 10:35:19,377 Start...
2021-04-04 10:35:23,022 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 10:35:24,279 Z-platform connected
2021-04-04 10:35:25,369 E-pipette connected
2021-04-04 10:40:54,585 Finished

2021-04-04 10:40:56,884 Start...
2021-04-04 10:41:00,195 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 10:41:01,462 Z-platform connected
2021-04-04 10:41:02,485 E-pipette connected
2021-04-04 10:43:47,949 Finished

2021-04-04 10:45:00,110 Start...
2021-04-04 10:45:03,090 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 10:45:04,338 Z-platform connected
2021-04-04 10:45:05,430 E-pipette connected
2021-04-04 10:48:46,718 Finished

2021-04-04 10:48:56,242 Start...
2021-04-04 10:48:58,508 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 10:48:59,748 Z-platform connected
2021-04-04 10:49:00,836 E-pipette connected
2021-04-04 10:50:06,869 Finished

2021-04-04 10:50:40,520 Start...
2021-04-04 10:50:51,095 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 10:50:52,325 Z-platform connected
2021-04-04 10:50:53,420 E-pipette connected
2021-04-04 10:51:39,209 Finished

2021-04-04 10:52:33,057 Start...
2021-04-04 10:52:35,606 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 10:52:36,844 Z-platform connected
2021-04-04 10:52:37,940 E-pipette connected
2021-04-04 10:53:47,489 Finished

2021-04-04 10:54:26,086 Start...
2021-04-04 10:54:29,079 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 10:54:30,308 Z-platform connected
2021-04-04 10:54:31,404 E-pipette connected
2021-04-04 10:55:47,222 Finished

2021-04-04 10:56:16,847 Start...
2021-04-04 10:56:19,251 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 10:56:20,504 Z-platform connected
2021-04-04 10:56:21,591 E-pipette connected
2021-04-04 10:58:13,125 Finished

2021-04-04 10:58:19,293 Start...
2021-04-04 10:58:30,192 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 10:58:31,426 Z-platform connected
2021-04-04 10:58:32,520 E-pipette connected
2021-04-04 11:00:32,427 Finished

2021-04-04 11:00:38,530 Start...
2021-04-04 11:00:40,832 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 11:00:42,081 Z-platform connected
2021-04-04 11:00:43,097 E-pipette connected
2021-04-04 11:01:32,779 Finished

2021-04-04 11:04:45,363 Start...
2021-04-04 11:04:48,051 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 11:04:49,292 Z-platform connected
2021-04-04 11:04:50,348 E-pipette connected
2021-04-04 11:06:18,295 Finished

2021-04-04 11:06:23,113 Start...
2021-04-04 11:06:25,430 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 11:06:26,673 Z-platform connected
2021-04-04 11:06:27,689 E-pipette connected
2021-04-04 11:14:28,938 Finished

2021-04-04 11:14:33,846 Start...
2021-04-04 11:14:36,289 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 11:14:37,528 Z-platform connected
2021-04-04 11:14:38,548 E-pipette connected
2021-04-04 11:15:25,386 Finished

2021-04-04 11:16:18,674 Start...
2021-04-04 11:16:20,697 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 11:16:21,930 Z-platform connected
2021-04-04 11:16:22,998 E-pipette connected
2021-04-04 11:17:04,548 Finished

2021-04-04 11:17:38,339 Start...
2021-04-04 11:17:40,463 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 11:17:41,704 Z-platform connected
2021-04-04 11:17:42,771 E-pipette connected
2021-04-04 11:18:29,352 Finished

2021-04-04 11:19:07,531 Start...
2021-04-04 11:19:09,740 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 11:19:10,993 Z-platform connected
2021-04-04 11:19:12,053 E-pipette connected
2021-04-04 11:20:52,992 Finished

2021-04-04 11:20:57,672 Start...
2021-04-04 11:20:59,718 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 11:21:00,993 Z-platform connected
2021-04-04 11:21:02,011 E-pipette connected
2021-04-04 11:30:22,600 Finished

2021-04-04 11:31:49,058 Start...
2021-04-04 11:31:51,455 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 11:31:52,702 Z-platform connected
2021-04-04 11:31:53,765 E-pipette connected
2021-04-04 11:47:21,928 Finished

2021-04-04 11:54:12,028 Start...
2021-04-04 11:54:15,038 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 11:54:16,308 Z-platform connected
2021-04-04 11:54:17,377 E-pipette connected
2021-04-04 11:55:58,167 Finished

2021-04-04 11:57:28,602 Start...
2021-04-04 11:57:31,927 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 11:57:33,183 Z-platform connected
2021-04-04 11:57:34,241 E-pipette connected
2021-04-04 12:01:23,245 Finished

2021-04-04 12:01:27,686 Start...
2021-04-04 12:01:32,781 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 12:01:34,030 Z-platform connected
2021-04-04 12:01:35,094 E-pipette connected
2021-04-04 12:06:57,455 Finished

2021-04-04 12:11:24,731 Start...
2021-04-04 12:11:27,037 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 12:11:28,298 Z-platform connected
2021-04-04 12:11:29,357 E-pipette connected
2021-04-04 12:30:58,262 Finished

2021-04-04 12:31:06,660 Start...
2021-04-04 12:31:10,037 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 12:31:11,292 Z-platform connected
2021-04-04 12:31:12,351 E-pipette connected
2021-04-04 13:02:10,025 Start...
2021-04-04 13:02:13,297 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 13:02:14,557 Z-platform connected
2021-04-04 13:02:15,663 E-pipette connected
2021-04-04 13:12:48,387 Finished

2021-04-04 13:12:52,539 Start...
2021-04-04 13:12:55,611 Finished

2021-04-04 13:13:22,072 Start...
2021-04-04 13:13:24,855 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 13:13:26,103 Z-platform connected
2021-04-04 13:13:27,207 E-pipette connected
2021-04-04 13:19:23,681 Finished

2021-04-04 13:19:27,052 Start...
2021-04-04 13:19:29,581 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 13:19:30,812 Z-platform connected
2021-04-04 13:19:31,830 E-pipette connected
2021-04-04 13:31:50,033 Finished

2021-04-04 13:34:51,350 Start...
2021-04-04 13:34:53,801 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 13:34:55,036 Z-platform connected
2021-04-04 13:34:56,134 E-pipette connected
2021-04-04 13:36:47,950 Finished

2021-04-04 13:39:37,803 Start...
2021-04-04 13:39:40,015 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 13:39:41,244 Z-platform connected
2021-04-04 13:39:42,333 E-pipette connected
2021-04-04 13:58:05,959 Finished

2021-04-04 14:00:29,847 Start...
2021-04-04 14:00:32,407 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 14:00:33,663 Z-platform connected
2021-04-04 14:00:34,758 E-pipette connected
2021-04-04 14:03:04,639 Finished

2021-04-04 14:04:29,467 Start...
2021-04-04 14:04:31,703 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 14:04:32,935 Z-platform connected
2021-04-04 14:04:34,037 E-pipette connected
2021-04-04 14:05:24,971 Finished

2021-04-04 14:06:13,434 Start...
2021-04-04 14:06:15,779 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 14:06:17,025 Z-platform connected
2021-04-04 14:06:18,112 E-pipette connected
2021-04-04 14:11:03,234 Finished

2021-04-04 14:12:05,747 Start...
2021-04-04 14:12:12,130 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 14:12:13,363 Z-platform connected
2021-04-04 14:12:14,453 E-pipette connected
2021-04-04 14:15:48,228 Finished

2021-04-04 14:15:54,905 Start...
2021-04-04 14:15:57,350 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 14:15:58,591 Z-platform connected
2021-04-04 14:15:59,642 E-pipette connected
2021-04-04 14:20:43,054 Finished

2021-04-04 14:24:32,794 Start...
2021-04-04 14:24:35,016 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 14:24:36,250 Z-platform connected
2021-04-04 14:24:37,314 E-pipette connected
2021-04-04 14:31:10,054 Finished

2021-04-04 14:31:15,053 Start...
2021-04-04 14:31:17,695 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 14:31:18,944 Z-platform connected
2021-04-04 14:31:19,974 E-pipette connected
2021-04-04 14:33:27,740 Finished

2021-04-04 14:33:31,920 Start...
2021-04-04 14:33:34,340 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 14:33:35,589 Z-platform connected
2021-04-04 14:33:36,619 E-pipette connected
2021-04-04 14:35:52,662 Finished

2021-04-04 14:36:18,814 Start...
2021-04-04 14:36:23,090 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 14:36:24,319 Z-platform connected
2021-04-04 14:36:25,378 E-pipette connected
2021-04-04 14:44:55,538 Finished

2021-04-04 14:44:59,831 Start...
2021-04-04 14:45:02,327 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 14:45:03,560 Z-platform connected
2021-04-04 14:45:04,595 E-pipette connected
2021-04-04 15:02:26,987 Finished

2021-04-04 15:02:59,211 Start...
2021-04-04 15:03:15,464 Finished

2021-04-04 15:03:40,531 Start...
2021-04-04 15:05:33,060 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 15:05:34,291 Z-platform connected
2021-04-04 15:05:35,351 E-pipette connected
2021-04-04 15:07:57,882 Finished

2021-04-04 15:09:52,243 Start...
2021-04-04 15:09:54,897 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 15:09:56,159 Z-platform connected
2021-04-04 15:09:57,224 E-pipette connected
2021-04-04 15:11:15,549 Finished

2021-04-04 15:13:40,134 Start...
2021-04-04 15:13:42,285 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 15:13:43,507 Z-platform connected
2021-04-04 15:13:44,563 E-pipette connected
2021-04-04 15:16:49,405 Finished

2021-04-04 15:16:54,699 Start...
2021-04-04 15:16:57,705 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 15:16:58,949 Z-platform connected
2021-04-04 15:16:59,975 E-pipette connected
2021-04-04 15:18:30,707 Finished

2021-04-04 15:18:57,697 Start...
2021-04-04 15:19:00,421 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 15:19:01,666 Z-platform connected
2021-04-04 15:19:02,729 E-pipette connected
2021-04-04 15:20:24,163 Finished

2021-04-04 15:21:27,889 Start...
2021-04-04 15:21:31,833 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 15:21:33,073 Z-platform connected
2021-04-04 15:21:34,128 E-pipette connected
2021-04-04 15:22:14,717 Finished

2021-04-04 15:23:06,209 Start...
2021-04-04 15:23:09,088 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 15:23:10,329 Z-platform connected
2021-04-04 15:23:11,390 E-pipette connected
2021-04-04 15:24:20,774 Finished

2021-04-04 15:24:48,303 Start...
2021-04-04 15:24:50,425 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 15:24:51,660 Z-platform connected
2021-04-04 15:24:52,720 E-pipette connected
2021-04-04 15:25:50,696 Finished

2021-04-04 15:25:51,740 Start...
2021-04-04 15:25:54,035 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 15:25:55,278 Z-platform connected
2021-04-04 15:25:56,313 E-pipette connected
2021-04-04 15:26:49,208 Finished

2021-04-04 15:29:08,301 Start...
2021-04-04 15:29:10,718 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 15:29:11,949 Z-platform connected
2021-04-04 15:29:13,013 E-pipette connected
2021-04-04 15:29:18,009 Finished

2021-04-04 15:29:47,143 Start...
2021-04-04 15:29:50,363 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 15:29:51,611 Z-platform connected
2021-04-04 15:29:52,665 E-pipette connected
2021-04-04 15:48:59,771 Finished

2021-04-04 15:50:09,022 Start...
2021-04-04 15:50:18,242 Com ports: xy_port= COM8, z_port= COM10, modbus_port= COM16, pipette_port= COM4
2021-04-04 15:50:19,477 Z-platform connected
2021-04-04 15:50:20,542 E-pipette connected
2021-04-04 20:03:06,815 Start...
2021-04-04 20:04:07,197 Start...
2021-04-04 20:06:50,663 Start...
2021-04-04 20:07:11,117 Finished

2021-04-04 20:07:48,465 Start...
2021-04-04 20:07:57,143 Finished

2021-04-04 20:08:19,848 Start...
2021-04-04 20:08:43,168 Finished

2021-04-04 22:09:13,434 Start...
2021-04-04 22:09:26,991 Finished

2021-04-04 22:11:41,925 Start...
2021-04-04 22:11:48,928 Finished

2021-04-04 22:12:33,950 Start...
2021-04-04 22:13:51,224 Finished

2021-04-04 22:18:19,379 Start...
2021-04-04 22:19:00,477 Finished

2021-04-04 22:21:26,215 Start...
2021-04-04 22:21:33,926 Finished

2021-04-04 22:38:51,332 Start...
2021-04-04 22:41:38,467 Finished

2021-04-04 22:43:48,179 Start...
2021-04-04 22:43:55,395 Finished

2021-04-04 22:44:05,003 Start...
2021-04-04 22:44:18,925 Finished

2021-04-04 22:44:36,792 Start...
2021-04-04 22:44:43,450 Finished

2021-04-04 22:44:53,367 Start...
2021-04-04 22:45:16,516 Finished

2021-04-04 22:45:28,879 Start...
2021-04-04 22:45:37,708 Finished

2021-04-04 22:45:48,376 Start...
2021-04-04 22:46:46,087 Finished

2021-04-04 22:48:29,444 Start...
2021-04-04 22:49:09,730 Finished

2021-04-04 22:49:53,273 Start...
2021-04-04 22:50:10,486 Finished

2021-04-04 22:50:42,975 Start...
